"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","clinic_match","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Kigembe",2013,TRUE,158,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Kirehe",2013,TRUE,954,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"MUGANZA",2013,TRUE,214,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"MUGONERO",2013,TRUE,198,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"MUHAMBO",2013,TRUE,266,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"MUNINI",2013,TRUE,231,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"MUNZANGA",2013,TRUE,323,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Mashesha",2013,TRUE,570,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Mugina",2013,TRUE,656,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Mukungu",2013,TRUE,268,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Murunda",2013,TRUE,468,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Musebeya",2013,TRUE,251,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"NDAMA",2013,TRUE,550,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"NGERUKA",2013,TRUE,593,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"NTARUKA",2013,TRUE,159,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"NTOBWE",2013,TRUE,185,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"NYABIMATA",2013,TRUE,140,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Nyagatare",2013,TRUE,821,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Nyamagabe",2013,TRUE,331,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Nyanza",2013,TRUE,528,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"RUBONA",2013,TRUE,323,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"RURAMIRA",2013,TRUE,299,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"RUSHASHI",2013,TRUE,183,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"RUSUSA",2013,TRUE,455,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"RWANKERI",2013,TRUE,414,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Rubengera",2013,TRUE,529,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Ruhango",2013,TRUE,645,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Ruhengeri",2013,TRUE,1599,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Ruhuha",2013,TRUE,487,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Rukara",2013,TRUE,889,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Rukomo",2013,TRUE,536,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Ruli",2013,TRUE,288,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Runyombyi",2013,TRUE,372,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Rusizi",2013,TRUE,218,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Rwamagana",2013,TRUE,936,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
"Simbi",2013,TRUE,285,"ancss","15-49","15","35",0,0,0,0,"RWA",NA,0,0,"RWA",NA,NA,NA,NA,NA
